origin_city,origin_iata,destination_city,destination_iata,flight_duration_hr,airline,stops,class,estimated_price_usd,estimated_price_eur
París,CDG,Marrakech,RAK,6.5,Aeroméxico,1 escala,Económica Premium,341.06,313.78
París,CDG,Medellín,MDE,12.8,American Airlines,1 escala,Económica Premium,978.35,900.08
París,CDG,Medellín,MDE,16.3,American Airlines,Directo,Económica Premium,564.49,519.33
París,CDG,Melbourne,MEL,2.3,Singapore Airlines,1 escala,Business,868.26,798.8
París,CDG,Miami,MIA,6.3,United,1 escala,Económica,1778.82,1636.51
París,CDG,Miami,MIA,11.6,Turkish Airlines,Directo,Económica Premium,441.26,405.96
París,CDG,Miami,MIA,12.5,Turkish Airlines,Directo,Primera Clase,3750.03,3450.03
París,CDG,Monaco,NCE,2.0,Delta,1 escala,Business,1919.7,1766.12
París,CDG,Montreal,YUL,2.9,Lufthansa,1 escala,Business,1252.82,1152.59
París,CDG,Moscú,SVO,9.2,Lufthansa,Directo,Económica,878.71,808.41
París,CDG,Moscú,SVO,13.6,Emirates,2 escalas,Económica,360.91,332.04
París,CDG,Mumbai,BOM,9.4,American Airlines,Directo,Business,328.92,302.61
París,CDG,Mykonos,JMK,15.6,Turkish Airlines,Directo,Primera Clase,599.45,551.49
París,CDG,Mykonos,JMK,12.6,Emirates,1 escala,Económica,963.47,886.39
París,CDG,Mykonos,JMK,4.8,Aeroméxico,2 escalas,Económica,367.77,338.35
París,CDG,Mykonos,JMK,5.8,Singapore Airlines,2 escalas,Business,2241.39,2062.08
París,CDG,Nairobi,NBO,3.9,Emirates,1 escala,Primera Clase,609.63,560.86
París,CDG,Nairobi,NBO,10.2,American Airlines,2 escalas,Primera Clase,723.76,665.86
París,CDG,New Delhi,DEL,10.9,Turkish Airlines,2 escalas,Primera Clase,1331.07,1224.58
París,CDG,Nueva York,NYC,3.9,LATAM,1 escala,Económica Premium,1992.82,1833.39
París,CDG,Osaka,KIX,12.5,United,Directo,Business,550.71,506.65
París,CDG,Osaka,KIX,3.1,British Airways,Directo,Económica Premium,644.43,592.88
París,CDG,Osaka,KIX,10.8,Delta,Directo,Económica,801.09,737.0
París,CDG,Oslo,OSL,6.6,American Airlines,1 escala,Primera Clase,493.74,454.24
París,CDG,Ottawa,YOW,10.3,Turkish Airlines,1 escala,Económica,1690.87,1555.6
París,CDG,Ottawa,YOW,14.0,British Airways,2 escalas,Económica,436.05,401.17
París,CDG,Ottawa,YOW,3.6,Delta,1 escala,Económica,420.64,386.99
París,CDG,Panama City,PTY,9.0,Aeroméxico,Directo,Primera Clase,1175.73,1081.67
París,CDG,Panama City,PTY,14.6,Air France,1 escala,Económica Premium,1126.88,1036.73
París,CDG,Perth,PER,10.5,Delta,Directo,Primera Clase,463.73,426.63
París,CDG,Perth,PER,16.5,British Airways,2 escalas,Económica,304.29,279.95
París,CDG,Perth,PER,6.8,Lufthansa,Directo,Primera Clase,333.58,306.89
París,CDG,Praga,PRG,16.6,British Airways,Directo,Económica,1733.46,1594.78
París,CDG,Punta Cana,PUJ,10.9,Air France,2 escalas,Económica Premium,1911.51,1758.59
París,CDG,Quebec,YQB,9.7,American Airlines,1 escala,Primera Clase,1094.75,1007.17
París,CDG,Quito,UIO,10.5,American Airlines,Directo,Económica,1147.58,1055.77
París,CDG,Reykjavik,KEF,11.7,Aeroméxico,2 escalas,Económica,536.5,493.58
París,CDG,Reykjavik,KEF,11.7,Qatar Airways,2 escalas,Business,351.06,322.98
París,CDG,Riga,RIX,13.1,LATAM,Directo,Business,504.43,464.08
París,CDG,Roma,FCO,15.6,Delta,2 escalas,Económica Premium,722.0,664.24
París,CDG,Roma,FCO,6.7,Air France,1 escala,Business,1839.85,1692.66
París,CDG,Roma,FCO,9.3,Turkish Airlines,Directo,Económica,602.52,554.32
París,CDG,Río de Janeiro,GIG,15.7,British Airways,2 escalas,Business,912.09,839.12
París,CDG,Río de Janeiro,GIG,12.3,Turkish Airlines,2 escalas,Business,1538.86,1415.75
París,CDG,San Francisco,SFO,14.3,British Airways,2 escalas,Económica,414.13,381.0
París,CDG,San Francisco,SFO,15.9,American Airlines,Directo,Primera Clase,2695.35,2479.72
París,CDG,San Francisco,SFO,3.0,Air France,Directo,Primera Clase,4114.32,3785.17
París,CDG,San Francisco,SFO,12.5,American Airlines,2 escalas,Económica Premium,985.36,906.53
París,CDG,San Francisco,SFO,5.4,United,Directo,Económica Premium,997.04,917.28
París,CDG,San Juan,SJU,3.7,LATAM,Directo,Business,1374.26,1264.32
París,CDG,San Juan,SJU,1.7,Emirates,Directo,Business,773.07,711.22
París,CDG,San Marino,RMI,16.7,Turkish Airlines,Directo,Primera Clase,1323.1,1217.25
París,CDG,San Marino,RMI,2.5,Delta,Directo,Business,1938.72,1783.62
París,CDG,Santiago,SCL,5.5,Aeroméxico,2 escalas,Económica,788.04,725.0
París,CDG,Seúl,ICN,1.9,American Airlines,1 escala,Económica Premium,1145.61,1053.96
París,CDG,Seúl,ICN,14.5,Qatar Airways,Directo,Económica,528.96,486.64
París,CDG,Shanghai,PVG,12.1,LATAM,1 escala,Económica Premium,519.5,477.94
París,CDG,Singapore,SIN,2.4,American Airlines,Directo,Económica,952.25,876.07
París,CDG,Singapore,SIN,9.8,Air France,1 escala,Primera Clase,451.74,415.6
París,CDG,Singapore,SIN,9.6,Delta,2 escalas,Económica Premium,846.02,778.34
París,CDG,Sydney,SYD,8.5,Turkish Airlines,1 escala,Económica,542.04,498.68
París,CDG,Sydney,SYD,12.8,Delta,2 escalas,Económica Premium,424.61,390.64
París,CDG,Sydney,SYD,16.6,Qatar Airways,Directo,Business,1135.48,1044.64
París,CDG,São Paulo,GRU,11.9,Turkish Airlines,Directo,Primera Clase,1186.1,1091.21
París,CDG,São Paulo,GRU,2.1,Turkish Airlines,2 escalas,Business,1572.99,1447.15
París,CDG,Tallinn,TLL,9.8,Aeroméxico,1 escala,Económica,180.04,165.64
París,CDG,Teherán,THR,8.7,LATAM,1 escala,Económica Premium,1749.43,1609.48
París,CDG,Tokyo,HND,8.1,Turkish Airlines,Directo,Business,2116.57,1947.24
París,CDG,Toronto,YYZ,14.0,Delta,Directo,Económica,1572.68,1446.87
París,CDG,Túnez,TUN,17.0,Qatar Airways,Directo,Económica Premium,215.77,198.51
París,CDG,Valletta,MLA,10.4,Emirates,1 escala,Business,1026.45,944.33
París,CDG,Vancouver,YVR,3.2,American Airlines,1 escala,Económica Premium,134.28,123.54
París,CDG,Vienna,VIE,10.4,Emirates,1 escala,Económica Premium,1586.33,1459.42
París,CDG,Vienna,VIE,2.7,United,2 escalas,Económica,900.1,828.09
París,CDG,Vilnius,VNO,4.7,Qatar Airways,Directo,Económica Premium,1970.07,1812.46
París,CDG,Warsaw,WAW,11.4,Emirates,2 escalas,Business,890.53,819.29
París,CDG,Warsaw,WAW,13.1,British Airways,2 escalas,Primera Clase,2155.48,1983.04
París,CDG,Warsaw,WAW,10.3,United,2 escalas,Primera Clase,3765.85,3464.58
París,CDG,Wellington,WLG,3.7,Delta,Directo,Primera Clase,731.36,672.85
París,CDG,Wellington,WLG,15.1,Turkish Airlines,2 escalas,Business,1443.96,1328.44
París,CDG,Zurich,ZRH,5.3,Aeroméxico,1 escala,Económica Premium,483.63,444.94
Barcelona,BCN,Accra,ACC,17.2,American Airlines,Directo,Primera Clase,572.29,526.51
Barcelona,BCN,Accra,ACC,17.4,Delta,2 escalas,Primera Clase,3243.47,2983.99
Barcelona,BCN,Adís Abeba,ADD,4.9,Singapore Airlines,Directo,Económica Premium,1169.43,1075.88
Barcelona,BCN,Adís Abeba,ADD,3.1,American Airlines,1 escala,Primera Clase,508.98,468.26
Barcelona,BCN,Amman,AMM,3.2,United,2 escalas,Primera Clase,1932.35,1777.76
Barcelona,BCN,Amman,AMM,2.4,Emirates,2 escalas,Business,319.65,294.08
Barcelona,BCN,Amsterdam,AMS,6.6,Singapore Airlines,1 escala,Económica,1307.11,1202.54
Barcelona,BCN,Anchorage,ANC,10.8,Emirates,1 escala,Económica Premium,774.6,712.63
Barcelona,BCN,Anchorage,ANC,3.0,LATAM,Directo,Económica,227.79,209.57
Barcelona,BCN,Anchorage,ANC,4.2,Qatar Airways,1 escala,Económica Premium,1359.19,1250.45
Barcelona,BCN,Anchorage,ANC,16.7,Turkish Airlines,2 escalas,Económica Premium,656.32,603.81
Barcelona,BCN,Andorra la Vella,LEU,2.9,Aeroméxico,1 escala,Económica,363.86,334.75
Barcelona,BCN,Argel,ALG,5.5,Singapore Airlines,2 escalas,Económica,1161.17,1068.28
Barcelona,BCN,Auckland,AKL,12.6,Air France,Directo,Primera Clase,1424.01,1310.09
Barcelona,BCN,Bagdad,BGW,15.3,British Airways,1 escala,Económica,1340.86,1233.59
Barcelona,BCN,Bali,DPS,9.2,British Airways,1 escala,Business,1489.09,1369.96
Barcelona,BCN,Bali,DPS,17.5,American Airlines,1 escala,Económica Premium,1362.66,1253.65
Barcelona,BCN,Bali,DPS,11.3,Emirates,Directo,Económica,131.92,121.37
Barcelona,BCN,Bangalore,BLR,15.8,British Airways,Directo,Económica Premium,1262.22,1161.24
Barcelona,BCN,Bangkok,BKK,10.6,LATAM,Directo,Primera Clase,749.39,689.44
Barcelona,BCN,Beijing,PEK,15.3,Aeroméxico,Directo,Primera Clase,1359.29,1250.55
Barcelona,BCN,Beijing,PEK,10.8,American Airlines,1 escala,Económica,773.04,711.2
Barcelona,BCN,Beirut,BEY,17.0,American Airlines,2 escalas,Económica,1522.05,1400.29
Barcelona,BCN,Beirut,BEY,7.2,Emirates,Directo,Económica,898.71,826.81
Barcelona,BCN,Berlín,BER,17.0,Singapore Airlines,2 escalas,Económica,360.92,332.05
Barcelona,BCN,Berlín,BER,14.0,Emirates,2 escalas,Primera Clase,2046.71,1882.97
Barcelona,BCN,Berlín,BER,12.9,Lufthansa,Directo,Primera Clase,2401.79,2209.65
Barcelona,BCN,Berlín,BER,17.2,Air France,Directo,Primera Clase,2832.6,2605.99
Barcelona,BCN,Bogotá,BOG,11.9,Singapore Airlines,2 escalas,Económica Premium,833.39,766.72
Barcelona,BCN,Bogotá,BOG,3.3,Emirates,Directo,Económica,188.59,173.5
Barcelona,BCN,Brisbane,BNE,16.4,LATAM,1 escala,Económica,1978.56,1820.28
Barcelona,BCN,Brisbane,BNE,2.4,Emirates,1 escala,Primera Clase,2006.07,1845.58
Barcelona,BCN,Brussels,BRU,12.1,Delta,2 escalas,Business,1670.79,1537.13
Barcelona,BCN,Budapest,BUD,6.2,Delta,Directo,Económica Premium,1989.86,1830.67
Barcelona,BCN,Buenos Aires,EZE,10.5,Delta,2 escalas,Económica Premium,895.17,823.56
Barcelona,BCN,Buenos Aires,EZE,13.2,United,2 escalas,Business,1793.28,1649.82
Barcelona,BCN,Buenos Aires,EZE,16.8,British Airways,Directo,Económica Premium,644.96,593.36
Barcelona,BCN,Cairo,CAI,5.9,Emirates,Directo,Business,1897.5,1745.7
Barcelona,BCN,Calgary,YYC,15.2,United,2 escalas,Business,778.54,716.26
Barcelona,BCN,Calgary,YYC,2.5,Emirates,2 escalas,Económica Premium,106.91,98.36
Barcelona,BCN,Cancún,CUN,16.1,LATAM,1 escala,Económica Premium,1049.67,965.7
Barcelona,BCN,Cancún,CUN,7.8,Air France,1 escala,Económica,217.92,200.49
Barcelona,BCN,Cancún,CUN,11.8,British Airways,2 escalas,Económica,219.44,201.88
Barcelona,BCN,Cape Town,CPT,8.9,Lufthansa,1 escala,Económica,1939.01,1783.89
Barcelona,BCN,Caracas,CCS,2.8,Air France,2 escalas,Económica Premium,848.63,780.74
Barcelona,BCN,Cartagena,CTG,2.6,Aeroméxico,Directo,Económica Premium,138.91,127.8
Barcelona,BCN,Cartagena,CTG,11.2,Singapore Airlines,Directo,Primera Clase,2882.62,2652.01
Barcelona,BCN,Cartagena,CTG,16.8,Singapore Airlines,Directo,Económica Premium,760.22,699.4
Barcelona,BCN,Cartagena,CTG,6.3,Singapore Airlines,2 escalas,Económica Premium,999.73,919.75
Barcelona,BCN,Cartagena,CTG,7.8,Emirates,2 escalas,Económica,206.24,189.74
Barcelona,BCN,Casablanca,CMN,1.9,Emirates,2 escalas,Business,231.41,212.9
Barcelona,BCN,Casablanca,CMN,13.6,Delta,1 escala,Económica Premium,1433.03,1318.39
Barcelona,BCN,Chennai,MAA,11.2,Turkish Airlines,1 escala,Primera Clase,1227.99,1129.75
Barcelona,BCN,Chennai,MAA,1.8,Emirates,1 escala,Business,1542.5,1419.1
Barcelona,BCN,Chennai,MAA,4.9,Turkish Airlines,2 escalas,Económica Premium,954.01,877.69
Barcelona,BCN,Chicago,ORD,12.5,American Airlines,1 escala,Business,756.97,696.41
Barcelona,BCN,Ciudad de México,MEX,7.2,Air France,2 escalas,Económica Premium,632.54,581.94
Barcelona,BCN,Copenhague,CPH,10.2,United,2 escalas,Primera Clase,1905.5,1753.06
Barcelona,BCN,Copenhague,CPH,4.1,Singapore Airlines,2 escalas,Económica,550.37,506.34
Barcelona,BCN,Copenhague,CPH,17.2,LATAM,2 escalas,Primera Clase,3171.51,2917.79
Barcelona,BCN,Doha,DOH,9.2,United,Directo,Primera Clase,905.16,832.75
Barcelona,BCN,Doha,DOH,6.2,Turkish Airlines,1 escala,Primera Clase,3239.0,2979.88
Barcelona,BCN,Dubai,DXB,5.1,American Airlines,2 escalas,Primera Clase,682.84,628.21
Barcelona,BCN,Dublin,DUB,6.2,American Airlines,Directo,Económica Premium,1841.77,1694.43
Barcelona,BCN,Estambul,IST,13.8,Delta,Directo,Business,983.8,905.1
Barcelona,BCN,Estocolmo,ARN,12.4,British Airways,1 escala,Business,707.54,650.94
Barcelona,BCN,Estocolmo,ARN,11.1,Turkish Airlines,2 escalas,Económica,372.7,342.88
Barcelona,BCN,Estocolmo,ARN,8.7,Emirates,Directo,Primera Clase,1239.92,1140.73
Barcelona,BCN,Ginebra,GVA,7.2,Air France,1 escala,Primera Clase,1834.1,1687.37
Barcelona,BCN,Guadalajara,GDL,11.9,Air France,2 escalas,Económica Premium,1468.46,1350.98
Barcelona,BCN,Hanoi,HAN,4.4,Turkish Airlines,Directo,Económica,1515.36,1394.13
Barcelona,BCN,Helsinki,HEL,8.9,American Airlines,2 escalas,Primera Clase,345.35,317.72
Barcelona,BCN,Helsinki,HEL,9.6,British Airways,Directo,Primera Clase,1095.63,1007.98
Barcelona,BCN,Helsinki,HEL,8.1,LATAM,Directo,Económica Premium,740.3,681.08
Barcelona,BCN,Ho Chi Minh City,SGN,6.9,American Airlines,1 escala,Primera Clase,1582.78,1456.16
Barcelona,BCN,Honolulu,HNL,4.9,Qatar Airways,Directo,Primera Clase,1733.9,1595.19
Barcelona,BCN,Honolulu,HNL,3.1,Singapore Airlines,1 escala,Económica Premium,1357.55,1248.95
Barcelona,BCN,Honolulu,HNL,3.8,Singapore Airlines,Directo,Business,715.66,658.41
Barcelona,BCN,Houston,IAH,7.6,Delta,Directo,Primera Clase,1765.12,1623.91
Barcelona,BCN,Houston,IAH,2.5,British Airways,Directo,Business,1788.05,1645.01
Barcelona,BCN,Hyderabad,HYD,1.6,Turkish Airlines,2 escalas,Económica Premium,417.36,383.97
Barcelona,BCN,Jakarta,CGK,15.6,American Airlines,Directo,Económica Premium,983.96,905.24
Barcelona,BCN,Jerusalén,TLV,14.1,LATAM,Directo,Business,862.11,793.14
Barcelona,BCN,Jerusalén,TLV,10.5,Lufthansa,1 escala,Primera Clase,3422.34,3148.55
Barcelona,BCN,Johannesburg,JNB,13.8,Emirates,Directo,Primera Clase,428.54,394.26
Barcelona,BCN,Johannesburg,JNB,8.9,Turkish Airlines,2 escalas,Económica Premium,917.0,843.64
Barcelona,BCN,Kitzbühel,,3.1,Emirates,1 escala,Business,904.73,832.35
Barcelona,BCN,Kuala Lumpur,KUL,7.8,LATAM,1 escala,Business,175.69,161.63
Barcelona,BCN,Kuala Lumpur,KUL,1.8,Lufthansa,1 escala,Primera Clase,2594.42,2386.87
Barcelona,BCN,Kuala Lumpur,KUL,5.0,United,1 escala,Primera Clase,699.81,643.83
Barcelona,BCN,Kuala Lumpur,KUL,15.0,Singapore Airlines,Directo,Primera Clase,2484.79,2286.01
Barcelona,BCN,Kuwait City,KWI,11.7,Lufthansa,1 escala,Económica,794.61,731.04
Barcelona,BCN,Kuwait City,KWI,12.6,Singapore Airlines,1 escala,Económica,1170.53,1076.89
Barcelona,BCN,Lima,LIM,15.3,Air France,Directo,Business,270.65,249.0
Barcelona,BCN,Lima,LIM,11.5,LATAM,2 escalas,Business,1919.02,1765.5
Barcelona,BCN,Lima,LIM,2.5,LATAM,2 escalas,Business,2307.03,2122.47
Barcelona,BCN,Lisboa,LIS,9.7,American Airlines,2 escalas,Económica Premium,633.59,582.9
Barcelona,BCN,Lisboa,LIS,5.1,Air France,1 escala,Business,1062.05,977.09
Barcelona,BCN,Londres,LHR,17.5,United,Directo,Económica Premium,1563.11,1438.06
Barcelona,BCN,Londres,LHR,16.4,Delta,2 escalas,Económica Premium,364.45,335.29
Barcelona,BCN,Los Angeles,LAX,13.3,LATAM,1 escala,Business,429.95,395.55
Barcelona,BCN,Luxembourg,LUX,9.4,Air France,Directo,Económica Premium,1794.32,1650.77
Barcelona,BCN,Luxembourg,LUX,11.7,American Airlines,2 escalas,Económica,416.97,383.61
Barcelona,BCN,Luxembourg,LUX,16.8,Emirates,Directo,Business,1761.9,1620.95
Barcelona,BCN,Madrid,MAD,13.1,Lufthansa,1 escala,Primera Clase,1403.08,1290.83
Barcelona,BCN,Madrid,MAD,4.0,Singapore Airlines,1 escala,Económica Premium,1306.49,1201.97
Barcelona,BCN,Manama,BAH,17.1,LATAM,2 escalas,Primera Clase,798.81,734.91
Barcelona,BCN,Manama,BAH,11.5,American Airlines,Directo,Primera Clase,2394.42,2202.87
Barcelona,BCN,Manila,MNL,14.0,Turkish Airlines,Directo,Económica,1202.29,1106.11
Barcelona,BCN,Manila,MNL,13.2,Aeroméxico,1 escala,Primera Clase,2187.77,2012.75
Barcelona,BCN,Manila,MNL,4.2,Aeroméxico,1 escala,Primera Clase,2615.66,2406.41
Barcelona,BCN,Marrakech,RAK,16.6,Air France,1 escala,Primera Clase,1522.12,1400.35
Barcelona,BCN,Medellín,MDE,4.3,British Airways,Directo,Primera Clase,1469.42,1351.87
Barcelona,BCN,Medellín,MDE,6.3,Delta,1 escala,Económica,485.26,446.44
Barcelona,BCN,Melbourne,MEL,2.1,Emirates,1 escala,Business,455.9,419.43
Barcelona,BCN,Miami,MIA,4.1,British Airways,2 escalas,Primera Clase,157.05,144.49
Barcelona,BCN,Miami,MIA,16.7,Lufthansa,Directo,Primera Clase,1408.44,1295.76
Barcelona,BCN,Monaco,NCE,9.6,LATAM,Directo,Primera Clase,770.26,708.64
Barcelona,BCN,Montreal,YUL,12.6,Aeroméxico,1 escala,Económica,325.39,299.36
Barcelona,BCN,Montreal,YUL,11.6,Singapore Airlines,1 escala,Económica Premium,219.27,201.73
Barcelona,BCN,Moscú,SVO,2.0,Qatar Airways,1 escala,Económica Premium,1398.31,1286.45
Barcelona,BCN,Moscú,SVO,13.0,Lufthansa,1 escala,Business,2596.16,2388.47
Barcelona,BCN,Mumbai,BOM,9.7,British Airways,Directo,Primera Clase,1978.86,1820.55
Barcelona,BCN,Mumbai,BOM,16.7,Air France,1 escala,Business,896.65,824.92
Barcelona,BCN,Mykonos,JMK,5.1,Singapore Airlines,2 escalas,Business,289.14,266.01
Barcelona,BCN,Nairobi,NBO,1.9,Turkish Airlines,Directo,Primera Clase,1215.25,1118.03
Barcelona,BCN,Nairobi,NBO,7.6,Aeroméxico,1 escala,Business,2016.95,1855.59
Barcelona,BCN,Nairobi,NBO,16.6,Singapore Airlines,Directo,Business,1716.88,1579.53
Barcelona,BCN,Nairobi,NBO,16.6,Lufthansa,1 escala,Business,1488.03,1368.99
Barcelona,BCN,New Delhi,DEL,5.9,Lufthansa,Directo,Business,1055.72,971.26
Barcelona,BCN,New Delhi,DEL,15.6,Lufthansa,2 escalas,Primera Clase,518.57,477.08
Barcelona,BCN,Nueva York,NYC,1.5,LATAM,1 escala,Primera Clase,938.3,863.24
Barcelona,BCN,Nueva York,NYC,16.0,Aeroméxico,2 escalas,Business,2630.84,2420.37
Barcelona,BCN,Osaka,KIX,2.6,LATAM,Directo,Económica Premium,1184.2,1089.46
Barcelona,BCN,Osaka,KIX,15.4,United,2 escalas,Business,1365.76,1256.5
Barcelona,BCN,Oslo,OSL,17.2,Emirates,1 escala,Business,82.12,75.55
Barcelona,BCN,Oslo,OSL,7.3,Qatar Airways,1 escala,Económica,861.94,792.98
Barcelona,BCN,Ottawa,YOW,14.8,Delta,1 escala,Business,937.4,862.41
Barcelona,BCN,Ottawa,YOW,9.0,American Airlines,2 escalas,Económica Premium,780.74,718.28
Barcelona,BCN,Panama City,PTY,2.7,Lufthansa,Directo,Business,1043.24,959.78
Barcelona,BCN,Panama City,PTY,9.8,American Airlines,2 escalas,Primera Clase,3112.61,2863.6
Barcelona,BCN,París,CDG,5.4,Delta,1 escala,Primera Clase,2221.4,2043.69
Barcelona,BCN,París,CDG,12.3,Delta,Directo,Business,2182.81,2008.19
Barcelona,BCN,Perth,PER,14.9,Aeroméxico,1 escala,Business,166.92,153.57
Barcelona,BCN,Praga,PRG,2.7,Lufthansa,Directo,Primera Clase,166.59,153.26
Barcelona,BCN,Praga,PRG,4.3,Delta,2 escalas,Económica Premium,1354.8,1246.42
Barcelona,BCN,Punta Cana,PUJ,15.5,Delta,2 escalas,Económica Premium,934.47,859.71
Barcelona,BCN,Quebec,YQB,10.0,British Airways,2 escalas,Económica Premium,430.22,395.8
Barcelona,BCN,Quebec,YQB,10.0,LATAM,2 escalas,Económica Premium,398.05,366.21
Barcelona,BCN,Quito,UIO,9.9,Qatar Airways,1 escala,Primera Clase,840.2,772.98
Barcelona,BCN,Quito,UIO,4.1,American Airlines,Directo,Económica Premium,255.69,235.23
Barcelona,BCN,Reykjavik,KEF,1.6,Singapore Airlines,1 escala,Económica,1623.23,1493.37
Barcelona,BCN,Reykjavik,KEF,2.7,Turkish Airlines,1 escala,Business,2383.26,2192.6
Barcelona,BCN,Reykjavik,KEF,17.3,Qatar Airways,2 escalas,Primera Clase,3953.28,3637.02
Barcelona,BCN,Riga,RIX,12.0,Turkish Airlines,2 escalas,Primera Clase,829.47,763.11
Barcelona,BCN,Roma,FCO,15.8,Delta,1 escala,Económica Premium,535.89,493.02
Barcelona,BCN,Río de Janeiro,GIG,6.4,Emirates,1 escala,Primera Clase,1069.37,983.82
Barcelona,BCN,Río de Janeiro,GIG,8.8,Qatar Airways,Directo,Económica,1042.31,958.93
Barcelona,BCN,San Francisco,SFO,7.8,United,2 escalas,Económica,727.49,669.29
Barcelona,BCN,San Juan,SJU,9.7,LATAM,Directo,Primera Clase,171.48,157.76
Barcelona,BCN,San Juan,SJU,9.6,Delta,1 escala,Primera Clase,2823.1,2597.25
Barcelona,BCN,San Marino,RMI,9.5,Turkish Airlines,Directo,Económica,1507.33,1386.74
Barcelona,BCN,San Marino,RMI,4.7,American Airlines,1 escala,Primera Clase,3205.94,2949.46
Barcelona,BCN,San Marino,RMI,10.8,Lufthansa,2 escalas,Business,1179.23,1084.89
Barcelona,BCN,Santiago,SCL,14.9,American Airlines,1 escala,Económica Premium,647.16,595.39
Barcelona,BCN,Seúl,ICN,2.6,United,1 escala,Económica,472.54,434.74
Barcelona,BCN,Seúl,ICN,10.2,Turkish Airlines,1 escala,Business,696.36,640.65
Barcelona,BCN,Seúl,ICN,15.5,Lufthansa,Directo,Económica,686.8,631.86
Barcelona,BCN,Seúl,ICN,9.9,American Airlines,Directo,Económica,921.11,847.42
Barcelona,BCN,Shanghai,PVG,11.7,Turkish Airlines,1 escala,Primera Clase,1205.79,1109.33
Barcelona,BCN,Singapore,SIN,4.6,LATAM,2 escalas,Primera Clase,1603.81,1475.51
Barcelona,BCN,Sydney,SYD,16.8,American Airlines,Directo,Económica Premium,1936.81,1781.87
Barcelona,BCN,Sydney,SYD,10.3,American Airlines,2 escalas,Primera Clase,3469.14,3191.61
Barcelona,BCN,Sydney,SYD,3.6,British Airways,Directo,Primera Clase,2732.05,2513.49
Barcelona,BCN,São Paulo,GRU,8.5,Emirates,Directo,Primera Clase,484.29,445.55
Barcelona,BCN,São Paulo,GRU,16.0,Lufthansa,1 escala,Business,788.82,725.71
Barcelona,BCN,Tallinn,TLL,17.0,Aeroméxico,2 escalas,Business,571.17,525.48
Barcelona,BCN,Tallinn,TLL,2.2,Delta,2 escalas,Business,2100.22,1932.2
Barcelona,BCN,Teherán,THR,12.0,Lufthansa,2 escalas,Económica Premium,1743.55,1604.07
Barcelona,BCN,Teherán,THR,13.1,Aeroméxico,Directo,Business,1044.42,960.87
Barcelona,BCN,Tokyo,HND,2.0,British Airways,2 escalas,Business,1614.42,1485.27
Barcelona,BCN,Tokyo,HND,17.0,LATAM,Directo,Primera Clase,1928.08,1773.83
Barcelona,BCN,Toronto,YYZ,11.5,Delta,Directo,Económica Premium,316.5,291.18
Barcelona,BCN,Toronto,YYZ,6.6,Emirates,2 escalas,Económica,407.03,374.47
Barcelona,BCN,Túnez,TUN,9.5,United,1 escala,Económica,1552.04,1427.88
Barcelona,BCN,Túnez,TUN,15.9,Lufthansa,Directo,Primera Clase,2326.1,2140.01
Barcelona,BCN,Túnez,TUN,7.6,Turkish Airlines,Directo,Business,620.63,570.98
Barcelona,BCN,Valletta,MLA,13.6,British Airways,Directo,Económica,1051.53,967.41
Barcelona,BCN,Valletta,MLA,17.9,Delta,Directo,Económica,154.74,142.36
Barcelona,BCN,Valletta,MLA,8.4,Emirates,2 escalas,Business,250.34,230.31
Barcelona,BCN,Vancouver,YVR,12.6,Air France,1 escala,Económica,1694.61,1559.04
Barcelona,BCN,Vienna,VIE,8.4,American Airlines,1 escala,Business,1171.85,1078.1
Barcelona,BCN,Vienna,VIE,6.5,Delta,2 escalas,Primera Clase,873.33,803.46
Barcelona,BCN,Vilnius,VNO,8.3,Lufthansa,1 escala,Business,932.86,858.23
Barcelona,BCN,Warsaw,WAW,2.7,Air France,2 escalas,Primera Clase,1307.79,1203.17
Barcelona,BCN,Wellington,WLG,9.4,LATAM,1 escala,Económica,1784.05,1641.33
Barcelona,BCN,Wellington,WLG,6.0,British Airways,1 escala,Económica Premium,821.12,755.43
Barcelona,BCN,Wellington,WLG,6.8,LATAM,1 escala,Económica Premium,705.94,649.46
